"Year","Road.Type","Speed","Junction.Type","Brightness","Wind.Speed","Casualty.Class","Gender","Age","Damage","Severity"
"98","M",33,"2",83862,10,"D","M",27,37662.17,89
"98","U",88,"0",110035,7,"O","F",65,4521.3,1
"99","C",81,"1",101285,25,"O","F",66,20887.47,27
"02","U",42,"0",39665,8,"D","F",21,10185.94,6
"01","A",81,"4",76996,21,"D","F",77,33463.56,70
"98","C",30,"4",14319,22,"P","F",77,21844.42,30
"01","U",43,"1",4313,12,"P","F",28,7653.32,4
"00","A",75,"4",93785,8,"O","F",22,30948.54,60
"99","C",48,"0",60035,14,"O","F",46,14399.05,13
"98","C",74,"2",85851,3,"D","M",34,19175.79,23
"01","C",88,"2",79917,22,"D","M",21,19469.87,24
"00","A",42,"0",90795,6,"D","M",22,33198.08,69
"02","U",65,"0",31333,19,"P","F",77,5643.03,2
"99","B",63,"4",96667,23,"P","F",31,26979.73,45
"00","U",86,"1",76194,4,"P","M",60,4020.76,1
"98","C",86,"2",97563,17,"D","M",33,12712.74,10
"00","A",73,"1",91285,19,"O","F",47,35082.17,77
"99","U",78,"1",97535,12,"O","M",48,6280,2
"99","C",36,"1",45035,3,"O","F",37,12440.58,10
"98","M",30,"4",37535,20,"O","M",27,38414.38,92
"00","C",84,"4",98035,16,"D","F",53,16838.04,18
"00","U",82,"2",102535,19,"O","F",21,10412.81,7
"01","C",64,"0",80035,8,"O","M",79,16289.57,17
"98","U",56,"2",70035,13,"O","F",34,1286.09,0
"01","C",40,"1",8282,15,"P","M",78,24993.2,39
"00","C",41,"1",116183,10,"D","M",59,12426,10
"02","C",33,"1",54073,13,"D","M",22,13468.6,11
"98","C",72,"2",90035,11,"O","F",59,14655.12,13
"02","C",42,"3",44073,9,"P","F",43,22256.82,31
"02","M",55,"2",108612,4,"D","M",20,36147.75,82
"00","A",68,"2",115404,17,"P","F",66,30861.89,60
"00","C",68,"4",40866,2,"P","M",75,21998.94,30
"98","A",57,"3",71285,13,"O","M",49,34211.9,73
"01","C",47,"4",67326,3,"P","M",79,14232.36,13
"98","B",54,"3",78756,19,"D","F",44,30833.85,59
"98","B",88,"4",17946,6,"D","F",46,29792.91,55
"99","A",87,"1",108785,19,"O","M",54,33388.93,70
"01","B",60,"1",75035,19,"O","M",61,29726.18,55
"01","U",37,"0",47854,5,"P","M",70,8488.25,5
"02","M",48,"2",60035,14,"O","M",26,36625.35,84
"98","C",56,"3",70035,1,"O","F",55,22532.59,32
"99","C",54,"4",67535,16,"O","F",78,13536.74,11
"98","A",86,"4",89892,22,"D","M",75,35238.34,78
"02","B",64,"3",20415,24,"P","F",47,29416.4,54
"01","U",31,"4",38785,4,"O","F",37,9678.63,6
"98","B",72,"0",90035,6,"O","M",67,30205.3,57
"99","M",134.314270934556,"4",108785,13,"O","F",66,36076.05,81
"99","C",79,"3",112383,23,"D","M",30,15020.7,14
"00","U",67,"3",27213,11,"P","F",22,6560.93,3
"00","U",51,"3",94779,1,"P","F",46,1137.02,0
"02","A",55,"0",68785,18,"O","F",76,35168.43,77
"00","A",46,"3",91158,5,"D","F",67,35438.47,78
"99","B",70,"3",33292,14,"D","F",66,26429.32,44
"00","U",38,"3",45199,4,"D","M",33,6423.76,3
"02","C",40,"3",68110,12,"D","M",38,19678.31,24
"01","U",61,"0",96286,7,"P","M",33,10147.74,6
"99","B",38,"2",47535,19,"O","M",63,26115.63,43
"00","B",73,"2",91285,13,"O","M",41,26113.41,43
"02","U",60,"4",75035,2,"O","M",43,6786.2,3
"02","U",56,"3",70035,10,"O","M",36,3609.64,1
"98","C",85,"0",106285,11,"O","F",21,15559.12,15
"00","C",34,"0",109678,4,"D","F",25,24828.47,39
"00","C",84,"3",97028,16,"P","F",27,20616.25,27
"99","C",67,"4",83785,16,"O","F",40,21851.91,30
"01","U",33,"2",41285,9,"O","M",33,11492.89,8
"99","U",53,"1",16016,12,"P","M",48,7272.39,3
"00","C",86,"1",84493,14,"D","M",64,15566.09,15
"00","A",37,"2",25885,4,"D","F",50,31009.83,60
"02","A",69,"1",3750,20,"P","F",26,33557.34,70
"98","M",88,"4",35365,19,"D","M",24,39246.07,96
"00","U",38,"4",47535,18,"O","F",46,5144.84,2
"01","A",62,"0",77535,10,"O","F",61,31964.75,64
"98","B",31,"3",38785,12,"O","M",47,29051.11,53
"99","U",134.975059188437,"2",60665,7,"P","M",46,6070.82,2
"01","C",44,"2",55035,23,"O","M",21,17745.29,20
"00","C",41,"2",51285,10,"O","M",48,13539.09,11
"01","M",46,"4",57535,24,"O","M",18,37446.23,88
"99","C",81,"2",88136,14,"D","M",73,15400.83,15
"00","U",61,"4",77372,2,"P","M",79,2411.87,0
"01","M",60,"1",108916,19,"D","M",22,37449.43,88
"00","U",39,"3",48785,11,"O","F",78,10422.74,7
"02","M",51,"2",11598,7,"D","M",18,36292.58,82
"00","U",48,"1",55342,15,"P","F",29,1827.08,0
"00","C",75,"1",31712,20,"D","M",32,18728.46,22
"01","A",83,"3",103785,9,"O","M",63,32538.22,66
"01","B",55,"1",93184,20,"D","F",32,29469.54,54
"02","A",49,"1",61285,3,"O","M",21,34913.58,76
"00","U",66,"2",82535,24,"O","M",51,6719.62,3
"98","M",87,"4",108785,7,"O","F",65,39861.59,99
"00","A",38,"0",81563,4,"P","M",70,31016.75,60
"98","U",45,"1",56285,3,"O","M",66,5771.14,2
"01","A",36,"0",111465,6,"D","M",42,31628.33,63
"00","U",80,"1",100035,18,"O","M",34,5968.81,2
"99","U",89,"3",55361,20,"D","M",66,2935.19,1
"01","U",49,"3",29753,18,"P","M",31,4316.73,1
"98","A",51,"1",23636,14,"D","M",26,31690.2,63
"00","A",57,"0",71285,15,"O","M",48,33221.84,69
"99","C",52,"3",98737,24,"D","M",51,20531.42,26
"01","U",61,"2",50486,8,"P","F",51,10800.8,7
"02","A",40,"3",8892,10,"P","M",74,34547.83,75
"00","M",47,"1",58785,9,"O","F",25,39127.01,96
"02","A",80,"0",110935,23,"P","M",26,35428.15,78
"98","U",35,"1",66400,19,"P","F",38,7476.19,3
"98","M",60,"0",34769,21,"P","F",70,37785.96,89
"02","C",88,"3",27813,4,"D","F",35,18780.5,22
"98","U",49,"2",76964,15,"D","F",33,2844.32,1
"02","C",44,"1",105996,24,"D","F",63,13140.94,11
"00","C",78,"1",48594,16,"D","M",29,20817.42,27
"00","A",85,"0",106285,20,"O","F",46,34641.68,75
"02","M",83,"3",103785,4,"O","F",39,38316.88,92
"99","C",54,"3",119889,6,"D","F",32,19967.08,25
"00","U",65,"2",67187,24,"P","M",48,5217.96,2
"98","C",45,"0",41902,21,"P","M",33,12766.32,10
"02","A",75,"2",76777,14,"P","M",71,35660.76,79
"00","M",65,"1",41510,9,"P","F",63,36767.03,84
"98","C",35,"3",107674,20,"P","M",42,21132.64,28
"02","C",84,"2",20380,22,"P","M",66,16840.73,18
"98","B",82,"4",102535,20,"O","F",60,26686.24,45
"00","M",32,"2",74633,12,"P","M",28,39561.92,98
"00","M",35,"3",81613,13,"P","M",25,38281.73,92
"99","B",69,"1",79420,14,"D","F",45,26674.58,44
"00","C",80,"4",72284,15,"D","F",43,19398.37,24
"01","B",66,"2",82535,14,"O","M",56,26190.58,43
"01","M",70,"3",47514,22,"P","M",21,35675.99,80
"99","C",41,"4",51285,12,"O","F",48,23648.51,35
"02","C",74,"0",106527,17,"P","F",80,13955.29,12
"98","U",85,"3",76427,14,"P","M",67,5689.55,2
"02","U",40,"2",42563,7,"P","M",53,8338.71,4
"98","U",48,"2",60035,19,"O","F",39,5935.57,2
"01","U",72,"0",90035,7,"O","M",27,1567.68,0
"00","B",79,"1",35556,17,"P","F",48,25177.6,40
"01","A",46,"2",52999,11,"P","F",26,31322.72,61
"99","A",56,"3",70035,3,"O","M",30,31795.71,63
"00","U",79,"2",11177,13,"D","M",75,8236.63,4
"00","U",66,"3",53562,1,"D","M",36,10814.06,7
"98","C",37,"0",87357,7,"D","F",76,12888.67,10
"98","A",34,"0",64959,19,"P","M",62,34785.6,76
"98","U",68,"4",34977,6,"P","M",34,10363.92,7
"01","C",72,"4",34606,7,"P","F",80,13110.54,11
"01","B",35,"0",43785,9,"O","M",32,29462.23,54
"02","U",71,"1",50573,3,"D","M",64,8598.12,5
"98","U",85,"3",102365,5,"D","F",28,2185.48,0
"02","U",56,"0",39958,9,"D","F",46,3971.95,1
"01","U",81,"1",111381,24,"D","F",55,3539.4,1
"02","M",38,"3",47535,11,"O","M",18,37354.87,87
"02","U",61,"1",90060,21,"P","F",56,2201.91,0
"02","C",66,"3",82535,7,"O","M",45,19556.78,24
"98","B",79,"2",110572,16,"D","M",45,27866.37,49
"01","U",30,"3",37535,4,"O","F",30,5206.1,2
"00","A",38,"1",98062,4,"P","M",24,35583.33,79
"02","A",84,"4",105035,8,"O","F",24,31399.2,62
"00","U",48,"0",78365,9,"P","F",27,9525.03,6
"98","C",136.861488216091,"1",67369,4,"P","M",63,12722.11,10
"00","U",68,"3",33251,5,"D","F",61,7072.74,3
"02","B",87,"1",108785,3,"O","F",57,29114.27,53
"98","M",39,"2",58472,9,"D","F",63,38416.47,92
"00","C",73,"0",54691,23,"D","M",70,22984.68,33
"01","M",65,"0",81285,21,"O","F",77,35919.09,81
"98","C",64,"3",80035,23,"O","M",74,12912.74,10
"02","C",66,"0",82535,17,"O","F",43,20456.05,26
"02","C",80,"0",55277,2,"D","M",52,15272.65,15
"99","M",84,"0",53731,6,"D","M",19,37585.32,88
"99","A",90,"2",15775,5,"D","F",51,34646.94,75
"02","M",44,"4",55035,2,"O","F",69,39037.46,95
"99","U",52,"3",99942,24,"P","F",20,6544.15,3
"02","M",63,"1",30895,6,"D","F",31,38467.87,92
"00","U",80,"1",100035,24,"O","F",44,5229.25,2
"00","C",62,"2",25319,8,"P","M",23,18609.01,22
"98","B",46,"1",57535,8,"O","F",68,30569.82,58
"01","U",82,"0",102535,24,"O","M",43,6341.02,3
"01","U",65,"2",102749,10,"P","F",51,2823.25,0
"99","C",45,"0",66951,21,"P","M",48,12747.14,10
"98","C",42,"4",24924,21,"P","F",38,20083.75,25
"02","U",53,"3",51242,10,"D","F",65,2821.47,0
"01","C",72,"1",36594,15,"P","M",52,16633.84,17
"99","A",74,"0",105762,15,"P","F",66,31897.05,64
"99","B",83,"2",103785,1,"O","M",29,27780.69,48
"00","A",76,"0",95035,14,"O","M",41,33514.96,70
"00","A",76,"4",95035,23,"O","F",62,33846.17,72
"01","B",63,"1",93088,14,"P","F",64,28966.8,52
"98","U",76,"4",95035,18,"O","F",45,12069.52,9
"01","A",58,"4",107944,16,"P","M",76,35130.05,77
"02","U",88,"1",90480,19,"D","M",55,10203.78,7
"02","U",84,"3",99507,12,"D","M",53,3862.51,1
"99","M",83,"3",49615,14,"P","F",21,37746.66,89
"99","C",72,"2",119587,15,"P","M",79,18353.72,21
"01","A",40,"4",50035,25,"O","F",33,33750.26,71
"98","A",43,"0",53785,8,"O","M",46,31869.66,63
"00","B",52,"2",65035,16,"O","M",34,16295.8794389851,57
"00","B",86,"3",107535,20,"O","M",24,27792.49,48
"99","U",46,"1",27053,4,"D","F",34,5516.03,2
"98","B",33,"2",41285,19,"O","F",79,29194.91,53
"99","U",69,"0",86285,2,"O","F",36,12232.13,9
"99","C",88,"3",110035,19,"O","M",66,22434.38,31
"98","M",72,"2",35791,5,"D","M",21,37909.29,90
"98","M",83,"2",115852,11,"P","M",19,36431.21,83
"98","A",130.498820208013,"3",45035,24,"O","F",79,34782.7,76
"00","U",71,"0",55123,17,"P","F",25,4041.86,1
"99","C",39,"3",9872,12,"P","M",40,23177.4,34
"99","C",59,"0",25409,8,"D","F",20,16519.95,17
"99","C",53,"2",19441,5,"D","M",23,24217.49,37
"98","C",38,"3",59848,19,"D","M",66,21453.1,29
"98","B",59,"3",38946,11,"D","M",32,27761.92,48
"00","U",61,"0",35836,18,"D","F",47,9567.72,6
"00","C",63,"0",86894,18,"D","M",45,22288.35,31
"00","C",74,"4",92535,8,"O","F",60,18030.09,20
"00","B",60,"0",22965,5,"D","M",52,30825.99,59
"00","M",59,"2",73785,20,"O","F",22,39564.37,98
"02","C",67,"2",103485,4,"D","F",73,19785.5,24
"99","B",37,"1",93904,2,"P","M",62,29884.06,56
"01","A",37,"0",20097,16,"D","M",58,31061.32,60
"00","U",55,"1",68785,15,"O","F",38,4710.38,1
"00","U",48,"0",51343,18,"D","F",25,9068.14,5
"01","B",39,"4",4470,24,"P","M",71,27810.56,48
"01","C",75,"4",10019,6,"D","F",53,22358.79,31
"99","C",75,"4",6279,1,"P","F",65,19347.15,23
"00","C",69,"2",87529,8,"D","F",39,17829.88,20
"99","C",68,"4",14587,3,"D","F",56,22608.03,32
"00","U",49,"1",1999,15,"P","M",65,4931.23,2
"98","C",51,"2",63785,15,"O","M",55,14245,13
"01","U",84,"3",62627,11,"D","F",19,3999.54,1
"01","U",85,"0",6652,19,"P","F",42,3991.55,1
"00","U",55,"3",68785,9,"O","M",41,11996.85,9
"99","U",43,"1",57739,4,"P","M",41,5444.55,2
"02","B",31,"3",38785,1,"O","F",43,29352.32,54
"99","B",37,"2",46285,10,"O","M",74,26400.5,44
"99","A",51,"2",63785,7,"O","F",28,30907.7,60
"00","A",59,"3",16851,22,"D","F",62,33716.8,71
"00","B",57,"0",78237,3,"D","F",21,30800.21,59
"02","A",36,"2",7345,18,"P","F",34,32125.85,65
"98","C",41,"4",9660,9,"P","M",21,17280.48,19
"98","U",53,"2",66285,8,"O","F",34,7974.34,4
"98","M",34,"2",31644,8,"P","M",23,38753.09,94
"99","C",47,"3",3643,2,"D","F",70,21008.49,28
"98","B",36,"2",43487,4,"P","M",70,30253.14,57
"98","C",35,"0",32005,24,"P","F",19,22863.22,33
"00","U",33,"2",48094,15,"D","F",73,2405.6,0
"00","M",78,"0",94987,25,"D","F",51,39533.35,98
"02","C",42,"4",107324,6,"P","M",38,23638.73,35
"00","A",35,"3",43785,21,"O","M",65,34693.91,75
"02","A",50,"0",115712,23,"D","M",46,32181.15,65
"02","U",41,"0",17494,1,"P","M",65,7247.14,3
"02","C",63,"0",75395,2,"P","M",50,21273.28,28
"01","B",37,"0",86082,21,"P","F",45,28828.03,52
"01","U",131.878324595746,"3",111726,2,"P","M",44,11333.03,8
"00","U",87,"4",108785,12,"O","M",27,3206.49,1
"01","C",83,"1",42136,7,"P","M",43,18037.45,20
"98","U",42,"3",52535,5,"O","M",62,3577.49,1
"00","B",85,"2",106285,13,"O","F",50,28770.32,52
"01","B",68,"3",85035,9,"O","F",32,29580.54,55
"98","U",30,"4",37535,5,"O","F",64,9338.36,5
"99","U",52,"1",86787,13,"D","M",76,862.99,0
"01","B",49,"1",61285,7,"O","M",21,27512.73,47
"99","C",65,"3",41680,11,"D","F",50,19099.09,23
"98","B",81,"4",87246,17,"D","F",41,27067.15,46
"00","C",78,"4",27424,17,"P","M",51,24606.13,38
"01","U",85,"2",21775,16,"D","F",35,8078.53,4
"01","C",51,"0",63785,25,"O","M",77,17480.05,19
"00","C",75,"3",93785,15,"O","M",45,21536.38,29
"00","U",64,"0",80035,2,"O","M",30,12229.84,9
"01","U",69,"1",86285,6,"O","M",22,9638.32,6
"00","U",87,"3",31217,12,"P","M",32,3772.41,1
"02","C",63,"4",78785,3,"O","F",52,24979.69,39
"99","U",59,"2",63574,8,"P","F",58,7179.91,3
"02","A",83,"4",103785,15,"O","F",51,32105.29,64
"01","U",57,"2",71285,9,"O","F",53,6850.39,3
"00","M",77,"0",96285,19,"O","F",76,38787.41,94
"01","U",83,"3",104924,21,"P","M",35,12069.52,9
"00","U",61,"0",60869,9,"P","F",19,6609.21,3
"01","A",69,"1",70004,12,"D","M",64,32276.51,65
"00","C",87,"0",108785,10,"O","F",77,14517.31,13
"00","C",36,"1",48462,2,"D","F",27,16379.25,17
"02","M",47,"1",58785,17,"O","M",27,37774.91,89
"01","U",33,"4",32895,8,"D","M",35,2084.95,0
"98","C",48,"0",17664,5,"D","M",71,24624.68,38
"01","U",57,"1",118529,17,"P","M",62,1673.39,0
"99","U",72,"2",90035,2,"O","F",78,9102.08,5
"98","U",45,"0",18614,9,"P","M",78,3117.9,1
"98","C",81,"4",29216,18,"D","F",49,16322.6,17
"98","U",87,"2",49953,14,"P","F",74,10242.71,7
"01","M",33,"4",78308,5,"P","F",63,36567.97,84
"02","U",66,"2",78251,8,"D","M",71,566.98,0
"00","U",66,"3",29788,15,"D","M",74,5523,2
"02","B",51,"2",95145,13,"D","M",56,27141.1,46
"98","B",76,"0",36901,10,"D","M",75,28775.65,52
"98","U",33,"2",41285,3,"O","M",39,6251.71,2
"98","U",88,"0",110035,10,"O","F",20,9795.36,6
"00","U",85,"1",98881,3,"D","F",78,7163.28,3
"01","U",46,"4",57535,2,"O","F",21,10639.84,7
"00","M",74,"4",83224,2,"D","F",59,38289.12,92
"02","U",82,"0",102535,12,"O","M",28,11432.99,8
"98","U",86,"2",73118,8,"P","M",25,657.72,0
"02","C",60,"0",75035,2,"O","F",26,18640.3,22
"01","M",78,"3",31520,3,"D","M",20,37801.25,89
"00","U",59,"0",73785,18,"O","F",55,7490.36,4
"00","U",40,"4",4802,13,"P","F",63,2960.22,1
"99","U",67,"4",80860,14,"D","F",50,1756.65,0
"02","U",77,"0",96285,17,"O","F",47,8440.04,4
"01","C",53,"2",56184,2,"D","F",71,17765.66,20
"02","A",38,"2",47535,7,"O","F",65,34560.35,75
"00","C",70,"3",85343,22,"P","M",25,23042.5,33
"98","C",72,"3",90035,14,"O","M",54,22610.62,32
"99","U",73,"2",91285,6,"O","F",49,6129.1,2
"98","U",60,"3",77018,17,"P","F",25,8821.97,5
"01","M",34,"1",12533,24,"P","F",19,37964.15,90
"01","U",79,"3",1373,2,"D","F",66,11116.45,8
"02","U",60,"3",75035,13,"O","F",43,2079.34,0
"00","C",79,"3",54899,8,"D","F",63,21719.45,29
"02","A",38,"3",80085,14,"D","M",55,32536.49,66
"99","M",56,"1",69691,19,"P","M",21,36443.78,83
"02","C",44,"3",81126,6,"D","F",24,19462.91,24
"00","C",49,"2",61285,24,"O","F",26,18131.01,21
"98","B",51,"0",73233,19,"P","F",67,29681.82,55
"99","M",66,"4",17572,7,"P","M",27,39332.33,97
"00","B",65,"3",81285,21,"O","F",54,30594.11,58
"98","A",39,"2",48785,11,"O","F",34,34355.6,74
"98","U",78,"1",97535,17,"O","M",31,11135.08,8
"02","C",35,"0",113593,9,"P","F",54,24772.85,38
"99","U",57,"4",48187,23,"P","M",70,4626.34,1
"01","C",50,"4",10837,20,"P","M",37,19118.7,23
"99","B",66,"0",14156,13,"P","F",32,27948.24,49
"01","C",77,"4",96285,6,"O","F",25,20038.18,25
"00","U",80,"4",44969,10,"D","F",52,12006.39,9
"99","U",69,"4",86285,8,"O","M",22,2048.14,0
"99","C",75,"3",93785,23,"O","F",78,24511.05,38
"00","M",36,"0",87134,16,"D","F",59,37142.27,86
"99","B",80,"3",100035,3,"O","F",21,25743.08,41
"01","C",74,"4",115038,22,"D","F",63,20533.94,26
"98","A",61,"4",76285,16,"O","F",59,34877.45,76
"99","B",63,"3",78785,6,"O","F",28,29715.36,55
"00","A",74,"2",73513,14,"P","M",61,34485.71,74
"00","M",66,"2",82535,2,"O","F",51,37391.91,87
"02","U",50,"3",54717,12,"P","F",25,5506.91,2
"00","B",71,"0",88785,20,"O","M",41,30024.28,56
"00","C",68,"3",18799,3,"P","F",47,16038.71,16
"99","M",35,"0",67012,2,"D","M",29,38501.8,93
"00","M",73,"4",88404,11,"P","M",25,39741.66,99
"99","M",61,"0",91850,10,"P","M",25,36573,84
"00","M",84,"0",105035,19,"O","M",23,39820.3,99
"01","A",82,"2",100805,13,"D","F",60,35645.45,79
"02","B",71,"4",88785,23,"O","F",55,27526.03,47
"02","C",76,"1",95035,8,"O","M",43,18403.17,21
"99","U",58,"1",103516,4,"P","M",47,2691.04,0
"99","A",77,"3",31325,23,"P","M",30,32694.85,67
"99","A",81,"4",11133,13,"P","M",62,31013.92,60
"00","U",81,"3",48729,21,"D","F",25,1185.68,0
"01","C",72,"2",98956,7,"D","M",41,16552.26,17
"00","A",34,"3",81920,20,"D","M",63,34199.13,73
"01","A",75,"2",96306,12,"D","M",60,33548.9,70
"02","U",54,"4",67535,14,"O","M",29,10370.88,7
"01","U",73,"3",91285,4,"O","F",66,8958.31,5
"99","U",87,"3",88985,6,"P","M",69,5142.72,2
"98","M",44,"3",60405,22,"D","M",27,37582.64,88
"99","C",37,"1",46285,11,"O","M",80,20939.49,27
"01","U",82,"1",80187,24,"D","F",25,12115.93,9
"00","U",74,"1",92535,17,"O","F",35,10327.39,7
"99","M",34,"4",42535,17,"O","F",45,37519.11,88
"00","B",65,"1",20500,4,"D","M",22,27729.34,48
"99","C",80,"2",100035,1,"O","M",30,22971.12,33
"99","U",60,"3",75035,5,"O","M",35,7316.27,3
"99","C",59,"4",1806,9,"D","F",34,15391.79,15
"99","U",36,"2",45035,5,"O","F",43,11580.68,8
"98","C",67,"3",34309,3,"D","F",71,24370.66,37
"02","C",89,"4",59389,6,"P","M",55,13060.81,11
"00","B",55,"1",30726,16,"D","F",48,28810.85,52
"00","M",68,"0",70876,15,"P","M",25,36401.17,83
"02","U",56,"1",70035,7,"O","F",43,8732.28,5
"01","M",63,"4",78785,7,"O","M",28,38842,94
"99","C",46,"2",104420,23,"P","M",65,24337.16,37
"99","C",61,"0",76285,23,"O","M",67,21403,29
"98","C",31,"3",38785,14,"O","M",49,19729.04,24
"99","A",59,"0",8493,5,"D","F",20,34286.55,73
"02","U",86,"2",23760,23,"D","M",28,9414.12,6
"99","M",67,"3",83785,3,"O","M",20,37088.15,86
"02","C",40,"2",50035,11,"O","M",76,17438.68,19
"01","U",59,"2",44483,13,"D","M",67,5720.82,2
"98","U",44,"3",84574,20,"P","F",32,5151.83,2
"98","A",44,"1",35067,18,"D","F",26,34616.27,75
"00","U",36,"2",45035,21,"O","M",80,2409.22,0
"02","U",69,"0",86285,23,"O","M",30,5858.43,2
"98","A",61,"2",76285,16,"O","M",24,32436.75,66
"98","C",39,"3",37624,14,"D","F",76,24255.56,37
"01","C",46,"3",68630,19,"P","M",75,21169.46,28
"99","U",75,"0",93785,22,"O","F",32,1839.41,0
"00","C",64,"2",114057,13,"P","M",42,22146.42,31
"00","U",35,"2",114894,20,"D","M",73,1806.69,0
"01","C",38,"2",8645,16,"P","F",46,18890.71,22
"98","C",33,"4",63792,2,"P","M",26,16496.26,17
"98","C",31,"2",111343,18,"D","M",49,12677.84,10
"00","B",37,"2",22226,15,"P","F",29,28807.19,52
"99","U",59,"3",9268,22,"D","F",72,8068.51,4
"99","M",74,"0",92535,19,"O","F",36,39353.94,97
"01","A",89,"2",75507,11,"P","F",38,31578.43,62
"02","U",42,"0",14743,19,"P","F",34,4035.87,1
"02","C",63,"1",10724,17,"P","F",26,16127.71,16
"00","C",83,"3",103785,24,"O","F",22,22648.91,32
"98","U",49,"4",61285,22,"O","M",37,10192.59,6
"00","C",82,"1",111799,24,"D","M",18,22823.26,33
"01","A",52,"3",16281,4,"P","M",22,30881.94,60
"02","A",67,"4",83785,9,"O","M",46,34123.83,73
"00","A",52,"0",44008,1,"D","M",56,35187.17,77
"01","A",41,"1",94474,21,"D","M",53,34143.3,73
"01","M",75,"0",95000,4,"P","M",28,39743.74,99
"98","C",46,"3",91585,17,"D","M",76,22035.34,30
"01","A",69,"0",9337,1,"D","M",52,31893.25,64
"00","U",71,"4",114632,9,"P","F",19,12240.21,9
"00","B",69,"2",116687,9,"D","M",35,25791.44,42
"00","C",46,"0",58676,19,"P","F",76,17324.92,19
"99","C",57,"1",110447,11,"D","F",37,21952.91,30
"00","C",40,"1",50035,9,"O","F",68,20505.14,26
"98","C",65,"2",95165,8,"P","F",68,13404.06,11
"98","U",52,"1",65035,14,"O","M",19,7942.93,4
"02","A",82,"1",63440,8,"P","M",73,35341.3,78
"98","U",43,"1",21170,5,"P","M",80,8467.06,4
"01","U",76,"4",95035,16,"O","M",58,1557.34,0
"99","B",89,"4",111285,13,"O","F",70,28159.25,50
"02","B",54,"4",67535,1,"O","M",59,25563.96,41
"98","B",70,"0",112090,6,"D","F",78,27689.33,48
"00","C",52,"2",32329,4,"D","F",79,15931.31,16
"01","B",84,"0",8528,22,"P","M",55,30592.96,58
"01","M",75,"3",93785,2,"O","M",24,39826.24,99
"98","M",56,"2",70035,8,"O","M",29,36145.25,82
"01","A",85,"2",97870,11,"P","M",72,32282.03,65
"02","U",77,"4",52206,3,"P","M",54,5733.38,2
"98","U",61,"3",85683,2,"P","F",31,1362.91,0
"99","C",79,"3",98785,7,"O","F",35,24394.69,37
"01","U",35,"1",25360,7,"P","F",66,3823.03,1
"99","C",82,"1",4224,2,"P","F",38,13884.77,12
"99","C",85,"2",73993,6,"D","F",55,18055.2,20
"98","C",79,"3",98785,20,"O","M",69,15287.3,15
"98","U",84,"4",17273,9,"D","M",76,10885.07,7
"02","A",50,"2",62535,24,"O","M",44,31896.37,64
"00","C",55,"2",78569,9,"D","M",79,16271.08,17
"02","U",40,"1",50035,3,"O","M",44,2408.76,0
"00","M",64,"3",107517,12,"D","F",66,35875.9,80
"01","B",70,"3",87535,24,"O","F",40,26618.35,44
"99","U",72,"0",26896,6,"P","M",57,10737.45,7
"01","C",88,"3",101776,10,"P","M",64,17286.09,19
"01","C",78,"0",85309,3,"D","M",49,13148.29,11
"00","M",56,"0",70035,11,"O","F",30,39178.42,96
"00","M",50,"4",105249,14,"P","F",54,37443.77,88
"02","U",41,"4",71156,7,"P","M",61,8114.82,4
"02","U",42,"4",52535,16,"O","M",65,1076.27,0
"99","B",72,"2",110280,23,"P","F",37,25235.24,40
"02","U",79,"4",98785,8,"O","F",50,2639.56,0
"01","A",42,"0",25948,13,"D","M",26,33089.45,68
"98","C",138.603120788466,"0",73589,15,"D","M",66,17211.74,19
"99","C",65,"4",81285,19,"O","F",64,17348.64,19
"98","C",56,"4",66104,2,"P","M",48,20801.41,27
"01","U",75,"4",101009,5,"P","M",18,11015.92,8
"98","U",76,"3",95035,8,"O","F",35,3868.27,1
"99","U",82,"2",85484,14,"D","F",64,2767.65,0
"01","C",87,"4",30853,15,"D","M",39,21421.35,29
